id,keyword,location,text,target,processed_text
4259,displaced,,"Meanwhile in #SouthernCameroons, crops r destroyed by 's military 2 bring famine on our people &amp; wi…",1,meanwhile southerncameroons crop r destroyed military 2 bring famine people amp wi
4260,drought,,Up next on #abc730..the desperate measures some communities are taking to ensure they have enough water to survive. …,1,next abc730the desperate measure community taking ensure enough water survive
4261,drought,,"Wow. Stanthorpe's runs out of water. Stanthorpe isn't a little village in the outback. It's 5,500 people 160km from the ocea…",1,wow stanthorpes run water stanthorpe isnt little village outback 5500 people 160km ocea
4262,drought,,"Eight megadroughts are identified in eastern Australia including one 39 year drought (A.D. 1174–1212), which occurred during a…",1,eight megadroughts identified eastern australia including one 39 year drought ad 11741212 occurred
4263,drought,,Imagine if jennie doesn't have chanel or hera? the drought...,0,imagine jennie doesnt chanel hera drought
4264,drought,,"I declare that the drought is over. God is about to shower you with new blessings, new opportunities and new ideas.",0,declare drought god shower new blessing new opportunity new idea
4265,drought,"Bangkok, Thailand","“Inaction will only lead to more severe &amp; extreme weather events, land degradation &amp; deforestation, loss of biodiversity, polluti…",0,inaction lead severe amp extreme weather event land degradation amp deforestation loss biodiversity polluti
4266,drought,near Detroit,"5,000 feral camels culled in drought-hit Australia https://t.co/kt0qPlhAuK https://t.co/2IL9O7di34",1,5000 feral camel culled droughthit australia
4267,drought,Sydney,The combination of drought and fire is having a devastating impact on honey production. #abc730 #bees https://t.co…,1,combination drought fire devastating impact honey production abc730 bee
4268,drought,"Padstow, Sydney","Bit sad considering water restrictions, drought and bushfires in parts of the country, surely… https://t.co/cEApfsFN96",0,bit sad considering water restriction drought bushfires part country surely
4269,drought,,it’s a drought out here of loyal people,0,drought loyal people
4270,drought,"Nairobi, Kenya",With Locusts devastating the country at an unprecedented rate and a massive drought looming following the heavy rai… https://t.co/h2RrYpP1zg,0,locust devastating country unprecedented rate massive drought looming following heavy rai
4271,drought,Rockhampton,I mean his stance on water and drought,0,mean stance water drought
4272,drought,,Dates we get to see nation first love boyfriend in Jan '20 🥰 15 - Bang Bang fansign 17 - 🛫 BKK 18 - We Belong BKK fanmee…,0,date get see nation first love boyfriend jan 20 15 bang bang fansign 17 bkk 18 belong bkk fanmee
4273,drought,"Adelaide, South Australia",Ffs where’s your piece on lightening? Where’s your piece on fires creating their own weather? Where’s y… https://t.co/TTTrGSuebU,0,ffs wheres piece lightening wheres piece fire creating weather wheres
4274,drought,Ngunnawal country,This will further exacerbate the stress and malnutrition suffered by so many people on Newstart. It is more urgent than eve…,0,exacerbate stress malnutrition suffered many people newstart urgent eve
4275,drought,Australia,So about those economic costs of #ClimateInaction eh? #BeeHives #Pollinators #Vegetables #Fruit #Wine #GrainCrops… https://t.co/QqRhFgjA89,0,economic cost climateinaction eh beehive pollinator vegetable fruit wine graincrops
4276,drought,THAILAND,Agriculture Minister has ordered subordinates to come up with measures to protect consumers from the prices of farm pro…,0,agriculture minister ordered subordinate come measure protect consumer price farm pro
4277,drought,,when will the svt ig drought stop..,0,svt ig drought stop
4278,drought,,Extended Drought Forces Panama Canal to Adopt New Fees and Reduce Reservation Slots https://t.co/EZPY3JQvHL,0,extended drought force panama canal adopt new fee reduce reservation slot
4279,drought,instagram:naseharusli,Remember last year when we're in Jihyo drought then suddenly Jihyo showed up on Momo's vlive looking like the cutest huma…,0,remember last year jihyo drought suddenly jihyo showed momos vlive looking like cutest huma
4280,drought,Georgia-Carolina,I’m yall drought,0,im yall drought
4281,drought,,"A matter of when, not if, cattle prices will rise because of #drought. #abc730 https://t.co/KYXSBtOP1A",0,matter cattle price rise drought abc730
4282,drought,"Geelong, Victoria",I want to know if there are any kick backs to the regional council that approved this Chinese company to take water to se…,0,want know kick back regional council approved chinese company take water se
4283,drought,"Brisbane, Australia","Given on of the biggest contributors to poor heakth outcome is being from lo socioeconomic regions, and those regio… https://t.co/I3ArGPpuyQ",0,given biggest contributor poor heakth outcome lo socioeconomic region regio
4284,drought,,Price of vegetables set to soar by as much as 50 per cent https://t.co/EjXZ9YL1QL,0,price vegetable set soar much 50 per cent
4285,drought,France,"5,000 feral camels culled in drought-hit Australia https://t.co/kt0qPlhAuK https://t.co/2IL9O7di34",1,5000 feral camel culled droughthit australia
4286,drought,,"TWICE DROUGHT IT IS, HERE’S POCARI SWEAT FOR US ALL https://t.co/dUhI3twzAq",0,twice drought here pocari sweat u
4287,drought,"Perth, Western Australia",All true. What is hilarious is the Gov't claims error corrections from past projection models as emission reductions due t…,0,true hilarious govt claim error correction past projection model emission reduction due
4288,drought,Alexandria NSW 2015,Water-related crime doubles as drought hits many Indian states https://t.co/RKLMTlmn2U,1,waterrelated crime double drought hit many indian state
4289,drought,,"Exhibit 1: #AvocadoGate Avocados are a benign morning sickness cure for Princess Kate, bought for her by her adoring husb…",0,exhibit 1 avocadogate avocado benign morning sickness cure princess kate bought adoring husb
4290,drought,Fort wayne,"not even an ex to run back to , it’s a drought out here https://t.co/NhsP88OqjT",0,even ex run back drought
4291,drought,Buckinghamshire U.K,Zimbabwe will run out of food in February due to a prolonged drought and continuing economic crisis This is a vital proo…,1,zimbabwe run food february due prolonged drought continuing economic crisis vital proo
4292,drought,"Kingsport, Tennessee","1/ In #Braidwood farmers already crippled by drought have lost 100s of kilometres of fencing in #AustraliaFires. Today, a…",1,1 braidwood farmer already crippled drought lost 100 kilometre fencing australiafires today
4293,drought,"Harare, Zimbabwe",. is planning assistance for more than 4 million people in #Zimbabwe as concerns grow that the impact of a regi… https://t.co/GbCVIs7LCL,0,planning assistance 4 million people zimbabwe concern grow impact regi
4294,drought,Australia,“Kate’s morning sickness cure? Prince William gifted with an avocado for pregnant Duchess.” “Meghan Markle’s beloved avocad…,0,kates morning sickness cure prince william gifted avocado pregnant duchess meghan markles beloved avocad
4295,drought,"Melbourne, Victoria","G’day dairy milk alternatives. Let me know how much water you need to make 1L, slap it on your labels like a free range egg…",0,gday dairy milk alternative let know much water need make 1l slap label like free range egg
4296,drought,"Headley, Surrey","Her breakfast causes drought &amp; murder, her wedding bouquet could have killed her niece, she rubs her baby bump because she’s…",0,breakfast cause drought amp murder wedding bouquet could killed niece rub baby bump shes
4297,drought,,"I'm just going to repeat this tweet below, but in caps: IN SOUTHERN AFRICA ALMOST 9.5 MILLION PEOPLE ARE FACING SEVER…",0,im going repeat tweet cap southern africa almost 95 million people facing sever
4298,drought,,2012 Carbon Tax Cost = $4.4b/yr Cost of: 2017-Now Drought $12b 2012-Now Cyclones $13.7b 2019-20 Bushfires $5b 2012… https://t.co/A8OUijwjLp,0,2012 carbon tax cost 44byr cost 2017now drought 12b 2012now cyclone 137b 201920 bushfires 5b 2012
4299,drought,Sydney,Fair go. They are putting the evidence of drought and climate change on a spade for anyone to see.,0,fair go putting evidence drought climate change spade anyone see
4300,drought,"Bangkok, Thailand",Agriculture Minister has ordered subordinates to come up with measures to protect consumers from the prices of farm… https://t.co/WbX74RDF3k,0,agriculture minister ordered subordinate come measure protect consumer price farm
4301,drought,"Torrevieja,ALICANTE,SPAIN",Huge RAIN BOMB set to hit drought-ravaged Australia gives hope to exhausted firefighters https://t.co/ESshqmDM1e,0,huge rain bomb set hit droughtravaged australia give hope exhausted firefighter
4302,drought,nct dream ♡,send me taemin pics the drought is real and i miss my bubu I KNOW HE JUST UPDATED HIS IG 3 DAYS AGO BUT STILL,0,send taemin pic drought real miss bubu know updated ig 3 day ago still
4303,drought,"Canberra, Australia",Our thoughts are with our Stanthorpe members who ran out of water today 😪 a member from #stanthorpe travelled 1.5 hours t…,1,thought stanthorpe member ran water today member stanthorpe travelled 15 hour
4304,drought,"Lower Hunter, Australia","""Vegetable prices may soar 50 per cent as growers face perfect storm of bushfires and drought"" …",0,vegetable price may soar 50 per cent grower face perfect storm bushfires drought
4305,drought,Indonesia,Twice drought is real. Here is how onces try to save themselves. A thread of twice as ✨ https://t.co/cGKn8vlabl,0,twice drought real onces try save thread twice
4306,drought,"Melbourne, VIC",Why not use the resources to build a pipeline from water rich FNQ to drought stricken states. Water in Australia is… https://t.co/CedMR6TMED,0,use resource build pipeline water rich fnq drought stricken state water australia
4307,drought,"Perth, Western Australia",Has it? How? I must confess I’m having difficulty finding this “drought” in the data,0,must confess im difficulty finding drought data
4308,drought,Upper Hunter Valley,Vegetable prices may soar 50 per cent as growers face perfect storm of bushfires and drought - ABC News https://t.co/g68x5SMclg,0,vegetable price may soar 50 per cent grower face perfect storm bushfires drought abc news
4309,drought,"Canberra, Australia","December's monthly vegetation cover anomaly clearly shows the impact of last year's strong positive Indian Ocean Dipole,…",0,december monthly vegetation cover anomaly clearly show impact last year strong positive indian ocean dipole
4310,drought,USA and Global,🔥One Of The Many Outcomes to come from #AustralianBushfires #AustraliaFires #Drought 🔥Vegetable prices may soar 50… https://t.co/hLJMEvXvcx,0,one many outcome come australianbushfires australiafires drought vegetable price may soar 50
4311,drought,,"It is not the best measure of “climate change”. Drought, flash floods etc cannot be assessed with ocean heat content. B…",0,best measure climate change drought flash flood etc cannot assessed ocean heat content b
4312,drought,"East Midlands, England",This grey gum lost a large limb overnight following the ~40C day we had yesterday in Western Sydney. #Eucalyp…,1,grey gum lost large limb overnight following 40c day yesterday western sydney eucalyp
4313,drought,,"Since we're experiencing twice drought, I give you twice vocals off stage https://t.co/19h6nRJene",0,since experiencing twice drought give twice vocal stage
4314,drought,,ok but ian taking a break from twitter isnt new like they have nothing to promote rn and probably are either getting a we…,0,ok ian taking break twitter isnt new like nothing promote rn probably either getting
4315,drought,Brisbane Australia,Top tips for looking after thirsty backyard birds this summer #wildlife #birds #drought #bushfires https://t.co/zG0…,0,top tip looking thirsty backyard bird summer wildlife bird drought bushfires
4316,drought,"Nairobi, Kenya",The Merchants of Thirst is an informative article on the dynamics of water service provision in urban areas in deve… https://t.co/zuIo6Fs5kP,0,merchant thirst informative article dynamic water service provision urban area deve
4317,drought,"Sydney, Australia","A big day of news, plus some soaking rain for drought and bushfire-affected areas in our weather forecast... join us tonig…",0,big day news plus soaking rain drought bushfireaffected area weather forecast join u tonig
4318,drought,"Gladstone, Queensland",A super rugby pre-season match in Gladstone is aiming to help Central Queensland producers battling the drought. https://t.co/…,0,super rugby preseason match gladstone aiming help central queensland producer battling drought
4319,drought,Team JPN=𝐬𝐮𝐩𝐞𝐫𝐢𝐨𝐫 team,"Fanyus waiting for the next #YuzuruHanyu sighting in this long, endless drought",0,fanyus waiting next yuzuruhanyu sighting long endless drought
4320,drought,izone and fromis dorm,bruh it’s so hard having fromis and izone as your ults idk how can i still stand this drought having no content from fromizone for months🤠,0,bruh hard fromis izone ults idk still stand drought content fromizone month
4321,drought,BL Universe,The drought starting,0,drought starting
4322,drown,Philippines,"Who will fix me now? Who will save me from myself? Please, don’t let me drown.",0,fix save please dont let drown
4323,drown,Lusaka,I love your analysis. But be careful with your statistics/co… https://t.co/8lq9MgCiDD,0,love analysis careful statisticsco
4324,drown,Fuckwit City,SIGN: Justice for Dog Tied to Rock and Dumped in River to Drown https://t.co/bnfBDUphsq,1,sign justice dog tied rock dumped river drown
4325,drown,sana ♡,someone be my tutor in statistics i'm gonna drown,0,someone tutor statistic im gonna drown
4326,drown,Bhiwadi,"Are you serious? Week starts, Shehnaaz is upset &amp; Sid goes to her. On mid days, it is vice versa. It literally feels l…",0,serious week start shehnaaz upset amp sid go mid day vice versa literally feel l
4327,drown,"Manchester, England",Eight migrant children drown off Turkey https://t.co/sCr9JSB9g2,1,eight migrant child drown turkey
4328,drown,"Morgantown, WV",Eat a hot pocket and drown your sorrow like everyone else bud it’ll be alright.,0,eat hot pocket drown sorrow like everyone else bud itll alright
4329,drown,🍉,Drown the goose,0,drown goose
4330,drown,Alternate Universe,And we gone let them ride the wave they’ll drown eventually https://t.co/ytRwIulIGB,0,gone let ride wave theyll drown eventually
4331,drown,Shropshire,"John sets traps around the motorway hard-shoulder to catch rabbits, which he then cooks on his camp fire. He’s created his…",0,john set trap around motorway hardshoulder catch rabbit cook camp fire he created
4332,drown,depression hole,Might go to Cabo by myself for Taco Tuesday and drown in a skinny margarita,0,might go cabo taco tuesday drown skinny margarita
4333,drown,,Would you believe Putin Assad propagandists when they tell you Syria under Assad is safe flourishing secure while Syrians…,0,would believe putin assad propagandist tell syria assad safe flourishing secure syrian
4334,drown,,"honestly feeling really down lately. and still dont know what is wrong. oh well, just got to drown in my sorrows an… https://t.co/DljvWa1VIE",0,honestly feeling really lately still dont know wrong oh well got drown sorrow
4335,drown,"Texas, USA",Maybe this is all part of a plan so that these headlines can drown out the Margaret Court mess that's still to come? I got…,0,maybe part plan headline drown margaret court mess thats still come got
4336,drown,United States,"Fortunately Bella was saved, but they're trying to get the maximum sentence for those who tried to kill her. PETIT… https://t.co/quQFBd2zZ8",1,fortunately bella saved theyre trying get maximum sentence tried kill petit
4337,drown,,Animal Titanic Nbs drowning Neggar dey come drown Awwww 😂😂😂😂 The background song weak me https://t.co/FUTvfA5ATM,0,animal titanic nb drowning neggar dey come drown background song weak
4338,drown,,"Grief comes in waves, but you can’t escape it. If you try, you drown.",0,grief come wave cant escape try drown
4339,drown,"Seattle, WA",dont drown,0,dont drown
4340,drown,,"hi, I wanna hit u so bad but at the same time I wanna drown u with kisses. 👉👈😔 ❤❤❤",0,hi wanna hit u bad time wanna drown u kiss
4341,drown,dysphoria,ykw ... let me go drown myself,0,ykw let go drown
4342,drown,,"The other side of it is if you could hear everyone two things would happen, you would quickly learn how small scale… https://t.co/fYTHoQeEgf",0,side could hear everyone two thing would happen would quickly learn small scale
4343,drown,Front Line,"Lindsee Leonardo, 32, left infant son alone to drown in a bathtub, all because she needed some ‘me time.’ #FirstThem …",1,lindsee leonardo 32 left infant son alone drown bathtub needed time firstthem
4344,drown,,'Cos we can't get along. No resolution till we drown all these haters. Rest in Peace to Whitney Houston.,0,co cant get along resolution till drown hater rest peace whitney houston
4345,drown,Planet Earth,SIGN: Justice for Dog Tied to Rock and Dumped in River to Drown https://t.co/bnfBDUphsq,1,sign justice dog tied rock dumped river drown
4346,drown,"Cappadocia, Turkey",stuff that til I drown in all of your pics,0,stuff til drown pic
4347,drown,most magical place on earth,Sometimes you just have to fall asleep at the table while you’re eating an excellently rated late night dinner of L… https://t.co/gxfI42i1Mx,0,sometimes fall asleep table youre eating excellently rated late night dinner l
4348,drown,"Largo, PG County, MD",I know im depressed when im making inappriorate jokes and try drown everything else out with pussy.,0,know im depressed im making inappriorate joke try drown everything else pussy
4349,drown,"Eugene, OR",You ever lay in bed but it feel like you laying on a small iceberg only big enough for 1-2 people floating in the empty ocea…,0,ever lay bed feel like laying small iceberg big enough 12 people floating empty ocea
4350,drown,,"I for one wants a president who splits time between the gym and gaming on their phone, but can never drown out the sor…",0,one want president split time gym gaming phone never drown sor
4351,drown,Near you,That river go drown you!😡,0,river go drown
4352,drown,,"I suggest that the enraged people drown their sorrows, thereby saving the planet by not emitting any more CO2.",0,suggest enraged people drown sorrow thereby saving planet emitting co2
4353,drown,TORONTO,Maybe this is all part of a plan so that these headlines can drown out the Margaret Court mess that's still to come… https://t.co/rHXEXskXNu,0,maybe part plan headline drown margaret court mess thats still come
4354,drown,United Kingdom,5 Noise-Canceling Headphones That Do Nothing to Drown Out Your Inner Monologue: https://t.co/DBf5cfU8wM https://t.co/Ef2ovR…,0,5 noisecanceling headphone nothing drown inner monologue
4355,drown,,hi hope u drown in a puddle on ur way,0,hi hope u drown puddle ur way
4356,drown,,to drown out performatively loud teens with reissued synth noise,0,drown performatively loud teen reissued synth noise
4357,drown,,Bye cus you was supposed to help me bitch you let me drown,0,bye cu supposed help bitch let drown
4358,drown,23 • she / her,i forgive you but now we're gonna have to work way harder to drown out the noise,0,forgive gonna work way harder drown noise
4359,drown,"Gadsden’s Wharf, S. Carolina","Lindsee Leonardo, 32, left infant son alone to drown in a bathtub, all because she needed some ‘me time.’… https://t.co/zLwMEP2O0z",1,lindsee leonardo 32 left infant son alone drown bathtub needed time
4360,drown,South Africa,PETITION!! SIGN: Justice for Dog Tied to Rock and Dumped in River to Drown https://t.co/Z8ZV06Slj0,1,petition sign justice dog tied rock dumped river drown
4361,drown,"cc,tx",LAUREN 👏ON 💥SOME 🔫DRIP 💧 OR 😩DROWN 🌊 TYPE 👏 SHIT💯,0,lauren drip drown type shit
4362,drown,,"The ocean might drown me, but it can also set me free.",0,ocean might drown also set free
4363,drown,"Bradford, England",Today the imam said this dunya is designed to destroy ur soul hold onto Salah like a life raft or you will drown nd I felt that.,0,today imam said dunya designed destroy ur soul hold onto salah like life raft drown nd felt
4364,drown,,I’m just waiting for a wave then I’ll drown,0,im waiting wave ill drown
4365,drown,Manchester,Lad in my work demolishes 2 twixes and 3 cherry cokes by 10am. Makes me want to drown several kittens in a bath of acid.,0,lad work demolishes 2 twixes 3 cherry coke 10am make want drown several kitten bath acid
4366,drown,"London, England",SIGN: Justice for Dog Tied to Rock and Dumped in River to Drown https://t.co/LnRgVJzPna,1,sign justice dog tied rock dumped river drown
4367,drown,heavy spoilers,😢 been there. Felt that. Watching their last moments emotionally &amp; physically wrecked me. Was not in the right mind… https://t.co/leB0uvjx9E,0,felt watching last moment emotionally amp physically wrecked right mind
4368,drown,"Maharashtra, India",SM will listen to keggs if we don't drown them out. Please please please report the accs the soondingies are asking you to repo…,0,sm listen keggs dont drown please please please report acc soondingies asking repo
4369,drown,in that pussy 🏳️‍🌈,i’m ready to drown. https://t.co/GMwC8ejLvm,0,im ready drown
4370,drown,,Time to eat more medicines and drown in my bed,0,time eat medicine drown bed
4371,drown,,ARMY leave this lovely lady some comments to drown out transphobes https://t.co/YxWLVw1RgG,0,army leave lovely lady comment drown transphobes
4372,drown,"England, United Kingdom",sketch trade for he draw super nice super BIG girls check him out or drown in spaghetti https://t.co/ZjAmEqHQv7,0,sketch trade draw super nice super big girl check drown spaghetti
4373,drown,America! Worldwide!,If you shoot someone in an obviously non fatal way but they pass out and drown in their blood I don't think you should be charged.,0,shoot someone obviously non fatal way pas drown blood dont think charged
4374,drown,,Sour patch kids commercial: we’re gonna drown your mother and frame you for it! But at the last second we’ll come o… https://t.co/LIXjrr39pv,0,sour patch kid commercial gonna drown mother frame last second well come
4375,drown,USA,DRIP OR DROWN AFTER SO MANY PAGES DELETED ... I REACHED 150K ... JUST FINISHED SHOOTING ... NEW CONTENT ... CL!CK T… https://t.co/uYWUncP7kk,0,drip drown many page deleted reached 150k finished shooting new content clck
4376,drown,,"So long as I keep moving, play loud music to drown him, play videogames or watch TV shows or movies, I won't have t… https://t.co/fJpK9wA2W6",0,long keep moving play loud music drown play videogames watch tv show movie wont
4377,drown,"Los Angeles, CA",i died and they watched me burn and drown https://t.co/K0O3ZxL6E6,0,died watched burn drown
4378,drown,,"God sometimes takes us into troubled waters not to drown us, but to cleanse us.",0,god sometimes take u troubled water drown u cleanse u
4379,drown,,"Drip of drown, come join in https://t.co/KSJWCZXnz8",0,drip drown come join
4380,drown,"Pittsburg, CA",id rather try to drown a fish than trust a latina,0,id rather try drown fish trust latina
4381,drown,Brighton,Tip 3: Don’t get so caught up with what the future might hold that you stop living It is oh so easy to wind yoursel… https://t.co/FeKyfoxhSj,0,tip 3 dont get caught future might hold stop living oh easy wind yoursel
4382,drown,Ldn/Birms,I hate ur friends I think they fake I hope they all drown,0,hate ur friend think fake hope drown
4383,drown,,My neighbor is snoring so loudly not even my sound machine can drown him out.,0,neighbor snoring loudly even sound machine drown
4384,drown,hell,"Drop every pretense, drown every sense you own for that girl that you love",0,drop every pretense drown every sense girl love
4385,drown,,You're forbidden to drown yourself.,0,youre forbidden drown
4386,drown,"Manchester, England",weekdays will drown us all,0,weekday drown u
4387,drown,"Chronic Pain Island, LOL","Ramsey, why is Quirrel wet? Did you ^drown^ him in your water bowl again? Now he's making your crunc… https://t.co/9GNQZggQCp",0,ramsey quirrel wet drown water bowl he making crunc
4388,drown,out getting brunch at 2am,Until I drown in my ass https://t.co/pXmd9euUt8,0,drown as
4389,drown,Near Scotland but in England.,Yes and to your last point - that’s what makes it so weird and sinister. It’s like being taught how to dro… https://t.co/S4sbZ3LeUu,0,yes last point thats make weird sinister like taught dro
4390,drown,"Ellicott City, MD","Your argument is “if not uttered someone I respect, I don’t have to have… https://t.co/DNysrfiwp1",0,argument uttered someone respect dont
4391,drown,,"Another childish insult I see. First bag of milk, second poutine, w… https://t.co/D605TNYqLc",0,another childish insult see first bag milk second poutine w
4392,drown,,Don't drown your voice for their voice. https://t.co/GaeulfXhwQ,0,dont drown voice voice
4393,drown,India,People who prepare for any kind of apocalypse fascinate me. Like if the world goes to any more shit then I will gladly dro…,0,people prepare kind apocalypse fascinate like world go shit gladly dro
4394,drown,"California, USA","“Look at Victor rn, it’s either drip or drown”",0,look victor rn either drip drown
4395,drown,,“I don’t know whether to drown my sorrows... or just drown” 😂😂😂 #loveisland,0,dont know whether drown sorrow drown loveisland
4396,drown,,I don’t see this funny because he can fall in that water and drown real quick smh https://t.co/irCm6Rx9x5,0,dont see funny fall water drown real quick smh
4397,drown,LR AR,So you reckon they brought in the usual Craigslist actors to drown out any boos?,0,reckon brought usual craigslist actor drown boo
4398,drown,Sekondi|Takoradi|Ghana,Please drown in the sea of me ✍️ #Love 🌹,0,please drown sea love
4399,drown,"Burnaby, British Columbia",Don’t know why it’s super biased this time. Manisha will drown this show. N… https://t.co/CWE2xSxgKy,0,dont know super biased time manisha drown show n
4400,drown,"Atlanta, GA",My neighbors are an arguing couple. This nigga kicked his baby momma out the crib and she’s yelling at his door. He… https://t.co/ZoEPddPGSm,0,neighbor arguing couple nigga kicked baby momma crib shes yelling door
4401,drown,Arkham Asylum (Scarecrow),I just drown myself in the tube though,0,drown tube though
4402,drown,trundling around Perth in the 42 and 318,just fucking drown the little shits &gt;&gt; Police spat at in water park fracas as troublemakers threaten more to come… https://t.co/bbMm3uZf7q,0,fucking drown little shit gtgt police spat water park fracas troublemaker threaten come
4403,drown,"Chicago, IL",Drip or drown 😭😭😭 https://t.co/DI9CkRqBdj,0,drip drown
4404,drown,,Can't drown out facts with church bells and Big Ben. 😂 #r4today https://t.co/jsRwD33Z1a,0,cant drown fact church bell big ben r4today
4405,drowned,uganda,A country that was once respected and apparently drowned by corruption and people with self interests.,0,country respected apparently drowned corruption people self interest
4406,drowned,,Guru's protests of innocence were drowned out by the hysteria of the nationalist mob. His was not allowed to see his wife and…,0,guru protest innocence drowned hysteria nationalist mob allowed see wife
4407,drowned,,Absolutely heartbreaking: Eleven people - eight of whom were children - are reported to have drowned after a migrant boat…,1,absolutely heartbreaking eleven people eight child reported drowned migrant boat
4408,drowned,"Bushey, Hertfordshire, England",#52Ancestors #52Documents week 2. Scottish death certificates give so much more information than their English/Wels… https://t.co/fANWYvC15A,0,52ancestors 52documents week 2 scottish death certificate give much information englishwels
4409,drowned,Memory Lane,I stood in Russell Square and consulted my map (on the hotel counter free) I wanted the core of London an exiled soul see…,0,stood russell square consulted map hotel counter free wanted core london exiled soul see
4410,drowned,,"""7 grams in the blunt almost drowned in her pussy so I swam to her butt"" https://t.co/kFQi8yGZEt",0,7 gram blunt almost drowned pussy swam butt
4411,drowned,,The Batman who laughs cosplayed by (IG). Drowned cosplayed by cosplayprincesssunshine (IG). Joker Robin's cospla…,0,batman laugh cosplayed ig drowned cosplayed cosplayprincesssunshine ig joker robin cospla
4412,drowned,"Louisiana, USA",Body of Rod Fontenot located in Bayou Nezpique - KALB News https://t.co/Ca0XPomRO1,1,body rod fontenot located bayou nezpique kalb news
4413,drowned,"Twin Peaks, WA",Its not. I almost drowned when I was 10. It hurt like a mother fucker. The sudden rush of w… https://t.co/wBpUn1q4dt,0,almost drowned 10 hurt like mother fucker sudden rush w
4414,drowned,,You have never been drowned! Your tea will not bother me!----Röbel will the equations and three hours' exercise and clothes,0,never drowned tea bother meröbel equation three hour exercise clothes
4415,drowned,"Ibadan, Nigeria",Never really been a fan of call-ins. The idea of democratising the broadcast of non-vetted opinions… https://t.co/M2AMViAZkm,0,never really fan callins idea democratising broadcast nonvetted opinion
4416,drowned,Minnesota,I used to me so self conscious when I get high at the point where my anxiety gets worsen and start to ha… https://t.co/KL6sW3qe36,0,used self conscious get high point anxiety get worsen start ha
4417,drowned,Africa,"Bodies of 2 #Zimbabwe park rangers found in Lake Kariba, authorities suspect 4 escaped poachers, https://t.co/AyI5x6P1xL via",1,body 2 zimbabwe park ranger found lake kariba authority suspect 4 escaped poacher via
4418,drowned,"Port Harcourt, Nigeria",Never be afraid of being a lone wolf with God. You see most humans? They are echoes. Not a voice. It's when you dont ne…,0,never afraid lone wolf god see human echo voice dont ne
4419,drowned,Manchester🇬🇧 UK,😭😭😭😭This has drowned me in my own guilt .,0,drowned guilt
4420,drowned,"Mafikeng, South Africa","I saved a baby’s life today 😇 I haven’t touched a patient in 5 years, but I performed CPR on a toddler who had just drowned…",1,saved baby life today havent touched patient 5 year performed cpr toddler drowned
4421,drowned,TF2 Heavy's Urethra,Griff_TF2 has drowned You didn't build fast enough,0,griff_tf2 drowned didnt build fast enough
4422,drowned,"Lusaka, Zambia","Nikwisa uku, chap nearly 'drowned' while they were kopaling ... lol",0,nikwisa uku chap nearly drowned kopaling lol
4423,drowned,,anyway here’s a video of being drowned out by us chanting “black lives matter” https://t.co/JFoYbeaGPA,0,anyway here video drowned u chanting black life matter
4424,drowned,1200-1500,you have fallen into the mill-pond and drowned,0,fallen millpond drowned
4425,drowned,,If he drowned it would be the normal bull shit. Was a great bloke would never hurt anyone.… https://t.co/5IkofUfCkR,0,drowned would normal bull shit great bloke would never hurt anyone
4426,drowned,,One time my mom almost drowned at the beach and a lesbian couple came to the rescue while a bunch of middle aged…,0,one time mom almost drowned beach lesbian couple came rescue bunch middle aged
4427,drowned,,Looks like old mate on the stirrer drowned your effluent pump while he was at it 😂,0,look like old mate stirrer drowned effluent pump
4428,drowned,Lagos Nigeria,Every Pharaoh assigned against you are incapacitated and drowned. Your glory shall never be weak or silent in Jesus name,0,every pharaoh assigned incapacitated drowned glory shall never weak silent jesus name
4429,drowned,Bigfoots Bluff,Pete Buttigieg is getting protested by BLM at his speech in Des Moines about demolishing houses in minority communities in…,0,pete buttigieg getting protested blm speech de moines demolishing house minority community
4430,drowned,London,No I’ll chip to hear a nation sob at the mistake it’s made. But it’ll be drowned out by the cackle of billionaires and idiots,0,ill chip hear nation sob mistake made itll drowned cackle billionaire idiot
4431,drowned,"Crystal Lake, FL","You are A doctor, but he is THE doctor. Plus, I've been drowned, chain… https://t.co/BcULcmwUCv",0,doctor doctor plus ive drowned chain
4432,drowned,,Worst excuse I’ve seen for taking the piss out of someone that drowned,0,worst excuse ive seen taking piss someone drowned
4433,drowned,"Cheshire, England",Marc Hooker's predecessor found drowned. But was it really an accident? https://t.co/ExiWw74miX,1,marc hooker predecessor found drowned really accident
4434,drowned,1200-1500,you have fallen into the mill-pond and drowned,0,fallen millpond drowned
4435,drowned,"Whakatane District, New Zealan","''They get drowned mostly. They get caught on a longline hook and get drowned,"" https://t.co/cGsC0FzgOY #bycatch",0,get drowned mostly get caught longline hook get drowned bycatch
4436,drowned,"Pretoria, South Africa",#NAME?,0,name
4437,drowned,,"#felstedwar2 #OTD On Jan 14th Capt Richard Dennis (d 1937-1942) Prefect. Son of Bertram &amp; Elizabeth Dennis, of Bourton…",0,felstedwar2 otd jan 14th capt richard dennis 19371942 prefect son bertram amp elizabeth dennis bourton
4438,drowned,SD/TJ,Can’t tell if I’m craving a crepe with strawberries + bananas + nutella or some churros locos drowned in clamato wi… https://t.co/INgbNdBcSU,0,cant tell im craving crepe strawberry banana nutella churros locos drowned clamato wi
4439,drowned,mystic falls.,"Sinking into her brother’s side, she pouts. “It isn’t my fault you got drowned before I got my… https://t.co/rmefYi420x",0,sinking brother side pout isnt fault got drowned got
